"arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude","lon_lat"
"279715688","2023-12-30T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","B","43","0","25-44","M","BLACK","1020183","239282","40.823378","-73.870168","POINT (-73.870168 40.823378)"
"279714399","2023-12-30T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","Q","102","0","18-24","M","ASIAN / PACIFIC ISLANDER","1024493","192025","40.693651","-73.854877","POINT (-73.854877 40.693651)"
"279733230","2023-12-30T00:00:00.000","750","RESISTING ARREST","359","OFFENSES AGAINST PUBLIC ADMINI","PL 2053000","M","B","44","0","18-24","M","BLACK","1009273","243207","40.83418690498329","-73.90957372604784","POINT (-73.90957372604784 40.83418690498329)"
"279733465","2023-12-30T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","Q","106","0","25-44","M","WHITE HISPANIC","1028604","187929","40.682389","-73.840079","POINT (-73.840079 40.682389)"
"279704325","2023-12-30T00:00:00.000","268","CRIMINAL MIS 2 & 3","121","CRIMINAL MISCHIEF & RELATED OF","PL 1450502","F","K","73","0","25-44","M","BLACK","1008427","183517","40.670357","-73.912844","POINT (-73.912844 40.670357)"
"279738719","2023-12-30T00:00:00.000","494","STOLEN PROPERTY 2,1,POSSESSION","111","POSSESSION OF STOLEN PROPERTY","PL 1655200","F","K","62","0","25-44","M","WHITE","983431","158677","40.6022161657077","-74.0029507988395","POINT (-74.0029507988395 40.6022161657077)"
"279722933","2023-12-30T00:00:00.000","113","MENACING,UNCLASSIFIED","344","ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","B","41","0","25-44","M","BLACK","1014368","235887","40.81408","-73.891193","POINT (-73.891193 40.81408)"
"279720984","2023-12-30T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","94","0","45-64","M","WHITE HISPANIC","997456","206819","40.734339","-73.952348","POINT (-73.952348 40.734339)"
"279730070","2023-12-30T00:00:00.000","113","MENACING,UNCLASSIFIED","344","ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","B","47","2","25-44","M","BLACK HISPANIC","1027140","261908","40.885449","-73.844887","POINT (-73.844887 40.885449)"
"279698067","2023-12-30T00:00:00.000","841","PUBLIC HEALTH LAW,UNCLASSIFIED","364","OTHER STATE LAWS (NON PENAL LA","PHL3380005","M","M","14","0","25-44","M","BLACK","987106","213353","40.75228073487896","-73.98969188939078","POINT (-73.98969188939078 40.75228073487896)"
"279730083","2023-12-30T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M","25","0","18-24","M","ASIAN / PACIFIC ISLANDER","1001264","232832","40.805729523018485","-73.9385423529129","POINT (-73.9385423529129 40.805729523018485)"
"279720983","2023-12-30T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402000","F","K","78","0","<18","M","BLACK","990544","184110","40.672017","-73.977307","POINT (-73.977307 40.672017)"
"279733258","2023-12-30T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","Q","110","0","25-44","M","WHITE HISPANIC","1019946","206619","40.733729","-73.871197","POINT (-73.871197 40.733729)"
"279697901","2023-12-30T00:00:00.000","478","THEFT OF SERVICES, UNCLASSIFIE","343","OTHER OFFENSES RELATED TO THEF","PL 1651503","M","K","83","1","25-44","F","BLACK","1002212","193214","40.69698630037214","-73.93522383122014","POINT (-73.93522383122014 40.69698630037214)"
"279730081","2023-12-30T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","14","0","25-44","M","WHITE HISPANIC","986401","212079","40.748786","-73.992234","POINT (-73.992234 40.748786)"
"279732984","2023-12-30T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1700500","M","M","26","0","18-24","M","BLACK HISPANIC","996579","236020","40.81448747688408","-73.95545956196737","POINT (-73.95545956196737 40.81448747688408)"
"279711091","2023-12-30T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553001","F","M","9","0","18-24","M","WHITE HISPANIC","987633","203879","40.726278","-73.987794","POINT (-73.987794 40.726278)"
"279733699","2023-12-30T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303504","F","M","10","0","18-24","M","BLACK","984791","209846","40.7426636084461","-73.9980491084798","POINT (-73.9980491084798 40.7426636084461)"
"279731330","2023-12-30T00:00:00.000","511","CONTROLLED SUBSTANCE, POSSESSI","235","DANGEROUS DRUGS","PL 2200300","M","B","46","0","45-64","M","BLACK","1011755","252026","40.858387","-73.900566","POINT (-73.900566 40.858387)"
"279704013","2023-12-30T00:00:00.000","478","THEFT OF SERVICES, UNCLASSIFIE","343","OTHER OFFENSES RELATED TO THEF","PL 1651503","M","Q","110","1","25-44","M","WHITE HISPANIC","1014244","211379","40.74681219683057","-73.8917520418653","POINT (-73.8917520418653 40.74681219683057)"
"279717367","2023-12-30T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","Q","113","3","45-64","M","BLACK","1046315","187088","40.6799807384666","-73.7762339071953","POINT (-73.7762339071953 40.6799807384666)"
"279731351","2023-12-30T00:00:00.000","503","CONTROLLED SUBSTANCE,INTENT TO","117","DANGEROUS DRUGS","PL 2201601","F","Q","108","0","25-44","M","BLACK HISPANIC","1000215","211478","40.747120382561384","-73.94238226542083","POINT (-73.94238226542083 40.747120382561384)"
"279738721","2023-12-30T00:00:00.000","494","STOLEN PROPERTY 2,1,POSSESSION","111","POSSESSION OF STOLEN PROPERTY","PL 1655200","F","K","62","0","25-44","M","WHITE","984798","156677","40.59671835689814","-73.99802672128158","POINT (-73.99802672128158 40.59671835689814)"
"279728649","2023-12-30T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","14","0","25-44","F","WHITE HISPANIC","986401","212079","40.748786","-73.992234","POINT (-73.992234 40.748786)"
"279722932","2023-12-30T00:00:00.000","759","PUBLIC ADMINISTATION,UNCLASS M","359","OFFENSES AGAINST PUBLIC ADMINI","PL 1950500","M","B","43","0","25-44","M","BLACK","1020225","243870","40.83596882483238","-73.86999268868347","POINT (-73.86999268868347 40.83596882483238)"
"279698052","2023-12-30T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","K","77","0","65+","M","BLACK","1001110","183920","40.67148","-73.939218","POINT (-73.939218 40.67148)"
"279698050","2023-12-30T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","47","0","25-44","M","BLACK","1026486","262591","40.887325","-73.847247","POINT (-73.847247 40.887325)"
"279704588","2023-12-30T00:00:00.000","793","WEAPONS POSSESSION 3","118","DANGEROUS WEAPONS","PL 2650201","F","B","42","0","25-44","M","WHITE HISPANIC","1011488","239284","40.823415","-73.901582","POINT (-73.901582 40.823415)"
"279743071","2023-12-30T00:00:00.000","139","MURDER,UNCLASSIFIED","101","MURDER & NON-NEGL. MANSLAUGHTE","PL 1252501","F","K","62","0","18-24","F","ASIAN / PACIFIC ISLANDER","983289","158770","40.602464","-74.00346","POINT (-74.00346 40.602464)"
"279730104","2023-12-30T00:00:00.000","114","OBSTR BREATH/CIRCUL","344","ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","S","121","0","65+","M","BLACK","938295","167336","40.625858","-74.165548","POINT (-74.165548 40.625858)"
"279733706","2023-12-30T00:00:00.000","905","INTOXICATED DRIVING,ALCOHOL","347","INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","Q","106","0","25-44","M","WHITE","1028329","181300","40.6641935811626","-73.8411164487569","POINT (-73.8411164487569 40.6641935811626)"
"279731328","2023-12-30T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","45","0","25-44","F","BLACK","1031351","254245","40.864393","-73.829709","POINT (-73.829709 40.864393)"
"279731355","2023-12-30T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1702000","M","Q","107","0","25-44","M","ASIAN / PACIFIC ISLANDER","1045915","199539","40.714151","-73.77756","POINT (-73.77756 40.714151)"
"279732960","2023-12-30T00:00:00.000","511","CONTROLLED SUBSTANCE, POSSESSI","235","DANGEROUS DRUGS","PL 2200300","M","B","40","2","25-44","M","BLACK","1006288","232919","40.805958","-73.920393","POINT (-73.920393 40.805958)"
"279731341","2023-12-30T00:00:00.000","849","NY STATE LAWS,UNCLASSIFIED VIO","677","OTHER STATE LAWS","RR 00000V0","V","K","73","1","18-24","M","BLACK","1011082","180980","40.66338431809069","-73.90328477835877","POINT (-73.90328477835877 40.66338431809069)"
"279733448","2023-12-30T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","26","2","18-24","F","ASIAN / PACIFIC ISLANDER","996064","235090","40.811938","-73.957318","POINT (-73.957318 40.811938)"
"279720996","2023-12-30T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","M","18","0","18-24","F","WHITE","990250","215061","40.75697","-73.978341","POINT (-73.978341 40.75697)"
"279704317","2023-12-30T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1700500","M","B","43","0","25-44","M","WHITE HISPANIC","1021063","238831","40.822134773872804","-73.86699195915473","POINT (-73.86699195915473 40.822134773872804)"
"279699159","2023-12-30T00:00:00.000","503","CONTROLLED SUBSTANCE,INTENT TO","117","DANGEROUS DRUGS","PL 2201602","F","B","44","0","25-44","M","WHITE HISPANIC","1004499","239592","40.824279","-73.926835","POINT (-73.926835 40.824279)"
"279709525","2023-12-30T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL05110MU","M","Q","109","0","25-44","M","WHITE HISPANIC","1033147","217909","40.764651029006934","-73.8234840194063","POINT (-73.8234840194063 40.764651029006934)"
"279699179","2023-12-30T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","M","23","2","25-44","M","ASIAN / PACIFIC ISLANDER","1000644","225855","40.786582","-73.940798","POINT (-73.940798 40.786582)"
"279715693","2023-12-30T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","108","0","18-24","M","WHITE HISPANIC","997620","212568","40.750118","-73.951745","POINT (-73.951745 40.750118)"
"279733696","2023-12-30T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","K","77","0","25-44","M","BLACK","1003508","185056","40.674593","-73.930572","POINT (-73.930572 40.674593)"
"279697915","2023-12-30T00:00:00.000","729","FORGERY,ETC.,UNCLASSIFIED-FELO","113","FORGERY","PL 1702500","F","Q","115","0","25-44","M","WHITE HISPANIC","1019894","212168","40.748956832387584","-73.87135711017743","POINT (-73.87135711017743 40.748956832387584)"
"279727132","2023-12-30T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","52","0","45-64","M","UNKNOWN","1018207","256593","40.870899","-73.87722","POINT (-73.87722 40.870899)"
"279704331","2023-12-30T00:00:00.000","113","MENACING,UNCLASSIFIED","344","ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","Q","114","0","25-44","F","WHITE HISPANIC","1007174","216093","40.759772","-73.917248","POINT (-73.917248 40.759772)"
"279711092","2023-12-30T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553001","F","M","9","0","18-24","M","WHITE HISPANIC","987633","203879","40.726278","-73.987794","POINT (-73.987794 40.726278)"
"279730066","2023-12-30T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","B","43","0","25-44","M","BLACK HISPANIC","1022705","243883","40.835997","-73.861028","POINT (-73.861028 40.835997)"
"279731356","2023-12-30T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1702000","M","Q","105","0","25-44","F","BLACK","1052164","200476","40.71667633327442","-73.75500981647603","POINT (-73.75500981647603 40.71667633327442)"
"279709524","2023-12-30T00:00:00.000","268","CRIMINAL MIS 2 & 3","121","CRIMINAL MISCHIEF & RELATED OF","PL 1450502","F","Q","105","0","25-44","M","BLACK","1056925","187364","40.68065","-73.737975","POINT (-73.737975 40.68065)"
"279714395","2023-12-30T00:00:00.000","515","CONTROLLED SUBSTANCE,SALE 3","117","DANGEROUS DRUGS","PL 2203901","F","M","5","0","18-24","M","BLACK","983903","200257","40.716337","-74.001251","POINT (-74.001251 40.716337)"
"279720993","2023-12-30T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402501","F","M","13","0","45-64","M","WHITE HISPANIC","985689","208933","40.740151","-73.994805","POINT (-73.994805 40.740151)"
